Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,year_count,miles driven
Ford Ikon 1.6 CLXI,Pune,2003,83000,Second,14.2,1597.0,92.0,5.0,1.28,0.85,0,0,1,0,1,21,51573.793
Nissan Micra Active XV,Pune,2018,24000,First,19.69,1198.0,67.04,5.0,1.28,4.0,0,0,1,0,1,6,14912.904
Honda Brio VX AT,Pune,2016,32198,First,16.5,1198.0,86.8,5.0,1.28,5.1,0,0,1,1,0,8,20006.903458
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,First,12.99,2494.0,100.6,7.0,1.28,12.5,1,0,0,0,1,10,57319.610637
Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,First,20.64,1498.0,108.5,5.0,1.28,2.9,1,0,0,0,1,13,75379.13738100001
Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,First,16.0,2179.0,140.0,7.0,1.28,15.96,1,0,0,0,1,8,41194.411816
Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,First,16.9,1197.0,82.0,5.0,1.28,5.45,0,0,1,1,0,9,25476.211
Ford Endeavour 2.2 Trend MT 4X4,Kochi,2017,38681,First,13.5,2198.0,157.7,7.0,1.28,23.86,1,0,0,0,1,7,24035.251651
Chevrolet Spark 1.0 LT,Kochi,2008,43761,First,18.0,995.0,62.0,5.0,1.28,1.75,0,0,1,0,1,16,27191.816331
Maruti Ertiga SHVS VDI,Hyderabad,2017,17400,First,24.52,1248.0,88.5,7.0,1.28,9.75,1,0,0,0,1,7,10811.8554
Honda Amaze S i-Dtech,Bangalore,2013,61510,First,25.8,1498.0,98.6,5.0,1.28,4.75,1,0,0,0,1,11,38220.53021
Honda City i VTEC S,Delhi,2014,60000,First,17.4,1497.0,117.3,5.0,1.28,6.25,0,0,1,0,1,10,37282.26
Mini Cooper Countryman D,Bangalore,2014,35165,Second,23.8,1998.0,112.0,5.0,1.28,22.0,1,0,0,1,0,10,21850.511215
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,First,14.53,1794.0,138.1,5.0,1.28,14.14,0,0,1,1,0,8,25859.596907
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,First,13.7,1798.0,157.75,5.0,1.28,11.95,0,0,1,1,0,10,40389.115
Maruti Wagon R LXI BS IV,Delhi,2011,68000,First,18.9,998.0,67.1,5.0,1.28,2.5,0,0,1,0,1,13,42253.228
Hyundai i10 Era 1.1,Mumbai,2013,49000,First,19.81,1086.0,68.05,5.0,1.28,2.75,0,0,1,0,1,11,30447.179
Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,First,23.84,1199.0,84.0,5.0,1.28,5.85,0,0,1,0,1,5,10375.652958
Maruti Baleno Zeta 1.2,Ahmedabad,2016,30965,First,21.4,1197.0,83.1,5.0,1.28,6.25,0,0,1,0,1,8,19240.753015
Volkswagen Vento 1.6 Highline,Mumbai,2014,56058,First,15.04,1598.0,103.2,5.0,1.28,4.95,0,0,1,0,1,10,34832.815518
Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,First,18.9,1197.0,81.86,5.0,1.28,4.75,0,0,1,0,1,7,9541.773076
Ford Figo Diesel EXI,Delhi,2013,54000,First,20.0,1399.0,68.05,5.0,1.28,2.55,1,0,0,0,1,11,33554.034
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,Second,13.9,1799.0,130.3,5.0,1.28,4.5,0,0,1,1,0,13,29204.437
Maruti Alto 800 LXI,Kochi,2015,21652,First,22.74,796.0,47.3,5.0,1.28,3.01,0,0,1,0,1,9,13453.924892
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,First,15.68,1999.0,177.0,5.0,1.28,42.0,1,0,0,1,0,8,32311.292
Audi A6 2.7 TDI,Kolkata,2010,35010,First,12.4,2698.0,179.5,5.0,1.28,11.5,1,0,0,1,0,14,21754.19871
Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,First,11.0,2987.0,198.5,5.0,1.28,10.99,1,0,0,1,0,18,47635.543602
Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,First,17.0,1497.0,118.0,5.0,1.28,3.71,0,0,1,1,0,15,55302.019
Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,Third,10.1,2354.0,152.0,5.0,1.28,2.0,0,0,1,1,0,18,49709.68
Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,First,28.09,1248.0,88.5,5.0,1.28,9.48,1,0,0,0,1,6,24247.760533
Maruti Wagon R LXI,Jaipur,2004,62000,Second,18.9,998.0,67.1,5.0,1.28,1.25,0,0,1,0,1,20,38525.002
Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,First,19.67,1582.0,126.2,5.0,1.28,10.9,1,0,0,0,1,9,48495.521066
Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,First,28.09,1248.0,88.5,5.0,1.28,5.5,1,0,0,0,1,9,21375.1624
Hyundai EON D Lite Plus,Coimbatore,2016,64624,First,21.1,814.0,55.2,5.0,1.28,3.71,0,0,1,0,1,8,40155.479504
Maruti Ertiga VXI,Mumbai,2014,69192,First,16.02,1373.0,93.7,7.0,1.28,6.25,0,0,1,0,1,10,42993.902232
Volkswagen Vento Diesel Highline,Chennai,2012,55000,First,20.54,1598.0,103.6,5.0,1.28,4.9,1,0,0,0,1,12,34175.405
Honda City 1.5 GXI,Mumbai,2005,81000,Second,12.8,1493.0,100.0,5.0,1.28,1.1,0,0,1,0,1,19,50331.051
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,First,16.47,1198.0,73.9,5.0,1.28,4.72,0,0,1,0,1,8,22824.820943
Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,First,17.9,2143.0,136.0,5.0,1.28,24.85,1,0,0,1,0,8,26732.623162
Hyundai Santa Fe 4X2,Jaipur,2013,74000,First,14.66,2199.0,194.3,7.0,1.28,12.25,1,0,0,0,1,11,45981.454
Maruti Swift VDI,Kolkata,2014,47000,First,22.9,1248.0,74.0,5.0,1.28,3.9,1,0,0,0,1,10,29204.437
Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,First,18.6,1197.0,81.86,5.0,1.28,6.28,0,0,1,0,1,7,23276.55766
Mahindra Xylo E8 BS IV,Mumbai,2011,130000,First,14.0,2498.0,112.0,8.0,1.28,2.75,1,0,0,0,1,13,80778.23
Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,First,18.9,1197.0,82.0,5.0,1.28,7.85,0,0,1,0,1,7,19620.410696
Volkswagen Vento Petrol Highline,Mumbai,2011,66000,First,15.04,1598.0,103.6,5.0,1.28,2.95,0,0,1,0,1,13,41010.486
Honda Accord 2.4 A/T,Mumbai,2008,79000,Second,11.7,2354.0,177.6,5.0,1.28,4.85,0,0,1,1,0,16,49088.309
Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Second,13.5,2925.0,281.61,5.0,1.71,30.0,1,0,0,1,0,13,29291.42894
Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,First,15.0,2143.0,107.3,5.0,1.28,19.9,1,0,0,1,0,8,22748.39231
Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,First,20.5,1582.0,126.2,5.0,1.28,10.8,1,0,0,0,1,8,57787.503000000004
Maruti Alto LXI,Hyderabad,2007,52195,First,19.7,796.0,46.3,5.0,1.28,1.75,0,0,1,0,1,17,32432.459345
Audi A3 35 TDI Premium,Mumbai,2016,20003,First,20.38,1968.0,143.0,5.0,1.28,19.25,1,0,0,1,0,8,12429.284113
Renault Duster 85PS Diesel RxL,Delhi,2013,66314,First,19.87,1461.0,83.8,5.0,1.28,5.5,1,0,0,0,1,11,41205.596494
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,First,17.8,1399.0,68.0,5.0,1.28,2.75,1,0,0,0,1,15,47224.196
Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,First,19.67,1582.0,126.2,5.0,1.28,13.0,1,0,0,0,1,9,18019.759000000002
Ford Figo Diesel ZXI,Mumbai,2011,30000,First,20.0,1399.0,68.0,5.0,1.28,3.2,1,0,0,0,1,13,18641.13
Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,First,15.26,1598.0,103.5,5.0,1.28,5.84,0,0,1,0,1,11,35123.617146
Volvo V40 D3 R Design,Hyderabad,2015,38000,Second,16.8,1969.0,150.0,5.0,1.28,24.0,1,0,0,1,0,9,23612.098
Hyundai Verna SX CRDi AT,Chennai,2012,41000,First,19.08,1582.0,126.32,5.0,1.28,6.25,1,0,0,1,0,12,25476.211
BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,First,14.49,2993.0,258.0,5.0,1.28,36.0,1,0,0,1,0,15,32932.663
Mitsubishi Lancer GLXD,Chennai,2003,125000,Third,14.8,1998.0,68.0,5.0,1.28,3.0,1,0,0,0,1,21,77671.375
Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,First,11.5,2982.0,171.0,7.0,1.28,11.0,1,0,0,0,1,14,150371.782
Maruti Ciaz VDi Plus,Chennai,2015,90000,First,26.21,1248.0,88.5,5.0,1.28,6.5,1,0,0,0,1,9,55923.39
Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,First,24.3,1248.0,88.5,5.0,1.28,9.4,1,0,0,0,1,6,6835.081
BMW 3 Series Luxury Line,Kochi,2018,21936,First,21.76,1995.0,190.0,5.0,1.28,37.92,1,0,0,1,0,6,13630.394256
Volkswagen Vento Petrol Highline AT,Pune,2013,41000,First,14.4,1598.0,103.6,5.0,1.28,5.25,0,0,1,1,0,11,25476.211
Hyundai i20 1.2 Asta,Chennai,2011,47000,First,17.0,1197.0,80.0,5.0,1.28,4.5,0,0,1,0,1,13,29204.437
BMW X5 3.0d,Chennai,2009,110000,First,11.0,2993.0,235.0,5.0,1.28,18.0,1,0,0,1,0,15,68350.81
Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,First,19.1,1197.0,82.0,5.0,1.28,5.56,0,0,1,0,1,9,28558.21116
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,First,14.21,2143.0,203.0,5.0,1.28,22.0,1,0,0,1,0,11,29825.808
Land Rover Freelander 2 SE,Hyderabad,2011,68000,First,12.39,2179.0,147.51,5.0,1.28,22.0,1,0,0,1,0,13,42253.228
Hyundai i10 Magna,Mumbai,2011,41000,First,20.36,1197.0,78.9,5.0,1.28,2.65,0,0,1,0,1,13,25476.211
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Second,22.32,1582.0,126.32,5.0,1.28,5.85,1,0,0,0,1,11,43230.644583
Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,First,19.33,1968.0,138.1,5.0,1.28,6.95,1,0,0,0,1,12,71457.665
Mahindra XUV500 W8 2WD,Kolkata,2012,47629,First,15.1,2179.0,140.0,7.0,1.28,6.5,1,0,0,0,1,12,29595.279359
Maruti Omni 8 Seater BSII,Jaipur,2004,66624,Third,19.7,796.0,35.0,8.0,1.28,0.85,0,0,1,0,1,20,41398.221504
Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Second,14.67,1798.0,177.46,5.0,1.28,7.25,0,0,1,1,0,11,49709.68
Maruti Swift VDI,Pune,2012,94868,First,22.9,1248.0,74.0,5.0,1.28,4.5,1,0,0,0,1,12,58948.224028000004
Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,First,10.5,2179.0,120.0,8.0,1.28,4.25,1,0,0,0,1,14,47520.589967
Mercedes-Benz GLA Class 200 Sport Edition,Chennai,2016,28000,First,13.7,1991.0,183.0,5.0,1.28,26.0,0,0,1,1,0,8,17398.388
Mahindra Thar CRDe,Coimbatore,2017,28599,First,16.55,2498.0,105.0,6.0,1.28,9.66,1,0,0,0,1,7,17770.589229
Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,Second,19.01,1461.0,108.45,5.0,1.28,6.85,1,0,0,0,1,11,28177.932108
Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,First,12.8,1968.0,167.6,5.0,1.28,23.68,1,0,0,1,0,11,49788.594117
Land Rover Freelander 2 SE,Delhi,2013,68000,Second,12.39,2179.0,147.51,5.0,1.28,15.75,1,0,0,1,0,11,42253.228
Volkswagen Vento Diesel Comfortline,Pune,2012,75000,Third,20.54,1598.0,103.6,5.0,1.28,3.5,1,0,0,0,1,12,46602.825
BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,Second,11.62,2979.0,306.0,5.0,1.28,6.99,0,0,1,1,0,18,29825.808
Hyundai Elantra CRDi SX,Coimbatore,2019,41871,First,22.7,1582.0,126.2,5.0,1.28,15.57,1,0,0,0,1,5,26017.425141
Tata Sumo EX,Coimbatore,2015,84931,First,15.3,2956.0,83.8,7.0,1.28,5.29,1,0,0,0,1,9,52773.660401
Datsun redi-GO T,Kolkata,2016,15000,First,22.7,799.0,53.64,5.0,1.28,2.25,0,0,1,0,1,8,9320.565
BMW X5 xDrive 30d,Chennai,2009,110000,First,11.7,2993.0,245.0,5.0,1.28,20.0,1,0,0,1,0,15,68350.81
BMW 6 Series 630i Coupe,Mumbai,2011,5900,First,7.94,4395.0,450.0,4.0,1.28,47.5,0,0,1,1,0,13,3666.0889
Maruti Alto Vxi 1.1,Chennai,2002,103653,Second,18.9,1061.0,47.0,5.0,1.28,1.22,0,0,1,0,1,22,64406.968263
Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,First,16.47,1198.0,73.9,5.0,1.28,3.65,0,0,1,0,1,12,40268.569026
Datsun GO Plus A,Pune,2016,35000,First,20.62,1198.0,67.0,7.0,1.28,3.1,0,0,1,0,1,8,21747.985
Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,First,15.29,1591.0,121.3,5.0,1.28,11.5,0,0,1,0,1,8,24854.84
Maruti Alto K10 VXI,Kochi,2015,23876,First,24.07,998.0,67.1,5.0,1.28,3.46,0,0,1,0,1,9,14835.853996
Hyundai Santa Fe 4X4,Coimbatore,2013,67901,First,14.66,2199.0,194.3,7.0,1.28,8.38,1,0,0,0,1,11,42191.712271000004
Volkswagen Polo GT TDI,Pune,2014,68865,First,15.11,1598.0,103.6,5.0,1.28,4.8,1,0,0,0,1,10,42790.713915
Honda Amaze S i-Dtech,Pune,2014,71000,Second,25.8,1498.0,98.6,5.0,1.28,4.5,1,0,0,0,1,10,44117.341
Maruti Swift VDI,Kolkata,2014,25000,First,22.9,1248.0,74.0,5.0,1.28,3.95,1,0,0,0,1,10,15534.275
Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,First,20.5,1598.0,103.5,5.0,1.28,3.65,1,0,0,0,1,12,111846.78
Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,First,11.0,2987.0,198.5,5.0,1.28,10.0,1,0,0,1,0,19,81399.601
Mahindra Scorpio SLE BSIV,Delhi,2011,65000,Second,12.05,2179.0,120.0,8.0,1.28,4.0,1,0,0,0,1,13,40389.115
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,First,21.64,1461.0,84.8,5.0,1.28,4.75,1,0,0,0,1,12,73183.212267
Maruti Swift Dzire VXi,Bangalore,2009,65000,Second,17.5,1298.0,85.8,5.0,1.28,3.1,0,0,1,0,1,15,40389.115
Hyundai EON Sportz,Kochi,2017,46897,First,21.1,814.0,55.2,5.0,1.28,3.61,0,0,1,0,1,7,29140.435787
Honda Brio S MT,Coimbatore,2015,36695,First,19.4,1198.0,86.8,5.0,1.28,4.29,0,0,1,0,1,9,22801.208845
Nissan Micra XV Primo,Kolkata,2011,43000,First,18.06,1198.0,75.0,5.0,1.28,2.13,0,0,1,0,1,13,26718.953
Maruti Alto LXi BSII,Mumbai,2008,54000,First,19.7,796.0,46.3,5.0,1.28,1.1,0,0,1,0,1,16,33554.034
BMW 3 Series 320d,Hyderabad,2011,89000,First,22.69,1995.0,190.0,5.0,1.28,13.95,1,0,0,1,0,13,55302.019
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,First,16.47,1198.0,74.0,5.0,1.28,5.35,0,0,1,0,1,10,4349.597
Maruti Celerio LXI,Hyderabad,2014,58470,First,23.1,998.0,67.04,5.0,1.28,3.9,0,0,1,0,1,10,36331.56237
Maruti Wagon R VXI 1.2,Kolkata,2014,37000,First,21.5,1197.0,81.8,5.0,1.28,2.8,0,0,1,0,1,10,22990.727
Maruti Ciaz ZDi Plus,Mumbai,2016,29000,First,26.21,1248.0,88.5,5.0,1.28,8.75,1,0,0,0,1,8,18019.759000000002
Audi A4 2.0 TDI,Hyderabad,2013,52000,First,16.55,1968.0,147.51,5.0,1.28,19.5,1,0,0,1,0,11,32311.292
Honda Brio S MT,Kolkata,2013,32807,First,19.4,1198.0,86.8,5.0,1.28,2.75,0,0,1,0,1,11,20385.318397
Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,First,11.79,2179.0,120.0,8.0,1.28,8.0,1,0,0,1,0,11,53437.906
Honda City i DTEC V,Delhi,2014,66500,First,26.0,1498.0,98.6,5.0,1.28,5.7,1,0,0,0,1,10,41321.171500000004
BMW X1 sDrive20d,Ahmedabad,2012,94000,First,17.05,1995.0,184.0,5.0,1.28,12.5,1,0,0,1,0,12,58408.874
Chevrolet Spark 1.0 LT,Chennai,2011,29000,Second,18.0,995.0,62.0,5.0,1.28,1.75,0,0,1,0,1,13,18019.759000000002
Ford Figo Diesel EXI,Chennai,2010,107389,Second,20.0,1399.0,68.0,5.0,1.28,1.9,1,0,0,0,1,14,66728.410319
Maruti Swift VXI BSIV,Ahmedabad,2015,36100,First,20.4,1197.0,81.8,5.0,1.28,4.5,0,0,1,0,1,9,22431.4931
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,First,19.27,2143.0,170.0,5.0,1.28,30.3,1,0,0,1,0,9,10146.367059
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,First,19.3,1968.0,141.0,5.0,1.28,16.0,1,0,0,1,0,10,22369.356
BMW X3 xDrive20d xLine,Kochi,2017,41816,First,18.56,1995.0,190.0,5.0,1.28,32.78,1,0,0,1,0,7,25983.249736
Hyundai EON Era Plus,Jaipur,2015,54680,First,21.1,814.0,55.2,5.0,1.28,2.5,0,0,1,0,1,9,33976.56628
Audi A4 35 TDI Technology,Hyderabad,2017,14000,First,18.25,1968.0,187.74,5.0,1.28,43.0,1,0,0,1,0,7,8699.194
Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,First,18.16,1196.0,86.8,5.0,1.28,5.38,0,0,1,0,1,7,14898.612467
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,First,20.92,998.0,67.1,5.0,1.28,2.65,0,0,1,0,1,11,18722.529601000002
Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,First,24.7,796.0,47.3,5.0,1.28,3.3,0,0,1,0,1,7,1572.06863
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,First,19.27,2143.0,167.62,5.0,1.28,34.0,1,0,0,1,0,9,24233.469
Hyundai Santro D Lite,Chennai,2001,140000,Third,20.3,1086.0,68.0,5.0,1.28,0.7,0,0,1,0,1,23,86991.94
Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,First,24.4,1120.0,71.0,5.0,1.28,6.83,1,0,0,0,1,7,20043.564347
Honda Amaze S i-Dtech,Kochi,2016,46983,First,25.8,1498.0,98.6,5.0,1.28,5.77,1,0,0,0,1,8,29193.873693
Maruti Swift Vdi BSIII,Chennai,2008,107000,Second,17.8,1248.0,75.0,5.0,1.28,3.1,1,0,0,0,1,16,66486.697
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,19000,First,16.2,1199.0,74.0,5.0,1.28,4.95,0,0,1,0,1,7,11806.049
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,First,17.11,1968.0,174.33,5.0,1.28,16.25,1,0,0,1,0,11,54680.648
Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,First,10.2,4367.0,308.0,7.0,1.28,52.54,1,0,0,1,0,12,52433.770464
Mahindra XUV500 W8 2WD,Chennai,2011,128000,Third,16.0,2179.0,140.0,7.0,1.28,6.4,1,0,0,0,1,13,79535.488
Ford Endeavour 2.5L 4X2,Bangalore,2011,71000,Third,13.1,2499.0,141.0,7.0,1.28,6.95,1,0,0,0,1,13,44117.341
Tata Indica V2 DLX,Kolkata,2008,50000,First,17.2,1396.0,53.5,5.0,1.28,0.85,1,0,0,0,1,16,31068.55
Maruti Baleno Alpha,Chennai,2016,16000,First,21.4,1197.0,83.1,5.0,1.28,6.95,0,0,1,0,1,8,9941.936
Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,82000,First,24.4,1120.0,71.0,5.0,1.28,3.45,1,0,0,0,1,7,50952.422
Honda Civic 2006-2010 1.8 S MT,Delhi,2008,80000,First,13.5,1799.0,130.0,5.0,1.28,2.75,0,0,1,0,1,16,49709.68
Hyundai i20 Sportz Option 1.2,Delhi,2015,36000,Second,18.6,1197.0,81.83,5.0,1.28,4.95,0,0,1,0,1,9,22369.356
Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,First,17.0,1198.0,108.5,5.0,1.28,9.62,0,0,1,0,1,6,10859.700967
Hyundai i20 Sportz 1.2,Coimbatore,2016,16725,First,18.6,1197.0,81.83,5.0,1.28,6.79,0,0,1,0,1,8,10392.429975000001
Maruti Swift Dzire ZXI,Mumbai,2014,48241,First,19.1,1197.0,85.8,5.0,1.28,4.5,0,0,1,0,1,10,29975.558411
Maruti Wagon R LXI,Kochi,2014,52431,First,22.5,998.0,67.04,5.0,1.28,3.01,0,0,1,0,1,10,32579.102901000002
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,First,21.9,1396.0,88.76,5.0,1.28,4.4,1,0,0,0,1,12,42253.228
Toyota Fortuner 4x2 AT,Hyderabad,2012,158000,First,12.55,2982.0,168.5,7.0,1.28,17.49,1,0,0,1,0,12,98176.618
Hyundai i10 Sportz,Coimbatore,2014,31446,First,20.36,1197.0,78.9,5.0,1.28,4.66,0,0,1,0,1,10,19539.632466
Hyundai Grand i10 Asta,Chennai,2015,25000,First,18.9,1197.0,82.0,5.0,1.28,5.5,0,0,1,0,1,9,15534.275
Hyundai i20 Asta 1.2,Ahmedabad,2016,57000,First,18.6,1197.0,81.83,5.0,1.28,6.0,0,0,1,0,1,8,35418.147
Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,First,24.3,1248.0,88.5,5.0,1.28,10.19,1,0,0,0,1,6,35466.613938
Honda Amaze S i-Dtech,Kochi,2016,47471,First,25.8,1498.0,98.6,5.0,1.28,5.25,1,0,0,0,1,8,29497.102741
Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,50000,First,15.26,2143.0,203.2,5.0,1.28,45.0,1,0,0,1,0,10,31068.55
Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,First,23.0,1396.0,90.0,5.0,1.28,2.7,1,0,0,0,1,14,38525.002
Hyundai i10 Era,Coimbatore,2013,65807,First,19.81,1086.0,68.05,5.0,1.28,3.39,0,0,1,0,1,11,40890.561397
Maruti Swift Dzire VDI,Hyderabad,2014,81768,First,26.59,1248.0,74.0,5.0,1.28,5.69,1,0,0,0,1,10,50808.263928
BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,First,10.37,2979.0,306.0,2.0,1.28,58.54,0,0,1,1,0,6,6183.884192
Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,First,27.39,1248.0,74.0,5.0,1.28,8.4,1,0,0,0,1,7,14912.904
Chevrolet Beat Diesel,Hyderabad,2012,72921,First,25.44,936.0,57.6,5.0,1.28,2.5,1,0,0,0,1,12,45310.994691
Honda Brio V MT,Pune,2012,59000,First,19.4,1198.0,86.8,5.0,1.28,3.25,0,0,1,0,1,12,36660.889
Ford Figo Diesel Titanium,Mumbai,2014,33000,Second,20.0,1399.0,68.05,5.0,1.28,3.25,1,0,0,0,1,10,20505.243
Maruti Celerio VXI AT,Pune,2016,36789,First,23.1,998.0,67.04,5.0,1.28,4.25,0,0,1,1,0,8,22859.617719
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,First,14.84,2143.0,170.0,5.0,1.28,18.5,1,0,0,1,0,10,25476.211
Honda Brio S MT,Jaipur,2015,46650,First,19.4,1198.0,86.8,5.0,1.28,4.25,0,0,1,0,1,9,28986.957150000002
Maruti Baleno Alpha CVT,Mumbai,2018,3000,First,21.4,1197.0,83.1,5.0,1.28,8.85,0,0,1,1,0,6,1864.113
Hyundai EON Sportz,Coimbatore,2014,14799,First,21.1,814.0,55.2,5.0,1.28,4.14,0,0,1,0,1,10,9195.669429
Toyota Prius 2009-2016 Z4,Mumbai,2011,44000,First,18.161150290996236,1798.0,73.0,5.0,1.28,12.75,0,1,0,1,0,13,27340.324
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,First,23.0,1396.0,90.0,5.0,1.28,7.0,1,0,0,0,1,9,42579.447775
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,First,10.91,3198.0,197.0,7.0,1.28,33.0,1,0,0,1,0,6,9320.565
Honda City i-VTEC VX,Ahmedabad,2017,29000,First,17.4,1497.0,117.3,5.0,1.28,10.0,0,0,1,0,1,7,18019.759000000002
Maruti SX4 ZDI,Kochi,2012,77407,Second,21.5,1248.0,88.8,5.0,1.28,3.53,1,0,0,0,1,12,48098.464997
Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,First,12.9,1598.0,102.5,5.0,1.28,1.35,0,0,1,0,1,17,73321.778
Volkswagen Vento Diesel Highline,Delhi,2013,75000,First,20.54,1598.0,103.6,5.0,1.28,4.5,1,0,0,0,1,11,46602.825
Honda City V MT,Pune,2012,69000,First,16.8,1497.0,116.3,5.0,1.28,4.9,0,0,1,0,1,12,42874.599
Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,First,19.67,1582.0,126.2,5.0,1.28,12.26,1,0,0,0,1,8,32654.910163
Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,Second,24.4,1120.0,71.0,5.0,1.28,3.99,1,0,0,0,1,10,36039.518000000004
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,First,17.9,2143.0,170.0,5.0,1.28,46.95,1,0,0,1,0,7,14912.904
Ford Figo Diesel EXI,Hyderabad,2015,65542,First,20.0,1399.0,68.0,5.0,1.28,3.8,1,0,0,0,1,9,40725.898082
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,Second,15.0,1896.0,105.0,5.0,1.28,6.75,1,0,0,0,1,11,42258.198968
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,22251,First,18.49,1493.0,100.0,7.0,1.28,8.75,1,0,0,0,1,7,13826.126121
Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,Second,15.8,1499.0,110.0,5.0,1.28,5.2,0,0,1,0,1,11,34175.405
Hyundai Verna 1.6 SX VTVT (O),Kochi,2017,19387,First,17.1,1591.0,121.3,5.0,1.28,8.42,0,0,1,0,1,7,12046.519577000001
Hyundai i20 Sportz 1.2,Mumbai,2016,24001,First,18.6,1197.0,81.83,5.0,1.28,5.75,0,0,1,0,1,8,14913.525371
